python,r,test_case,python_result,r_result,overall,row_diff,col_diff,semantic_score,largest_common,edit_distance
df[['col1']].shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
2,7,ID_4,3
","(1, 1)",[1 1],1.0,,,1.0,,0.63
df[['col1']].shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
9,,ID_0,5
","(1, 1)",[1 1],1.0,,,1.0,,0.63
df[['col1']].shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","(9, 1)",[9 1],1.0,,,1.0,,0.63
df[['col1']].shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
","(8, 1)",[8 1],1.0,,,1.0,,0.63
df[['col1']].shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","(7, 1)",[7 1],1.0,,,1.0,,0.63
df[['col1']].shape,dim(df),,,,0.5,,,,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","(2, 1)",[2 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
8,6.0,ID_8,4
1,3.0,ID_7,2
","(9, 1)",[9 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
4,0.0,ID_3,4.0
1,2.0,ID_5,
","(10, 1)",[10  4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
5,,ID_3,3
","(1, 1)",[1 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
7,5.0,ID_5,6
","(9, 1)",[9 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
2,7,ID_4,3
","(1, 1)",[1 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
9,,ID_0,5
","(1, 1)",[1 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","(9, 1)",[9 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
","(8, 1)",[8 4],0.5,,,0.5,,0.466
df[['col1']].shape,dim(df),"col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","(7, 1)",[7 4],0.5,,,0.5,,0.466
df[['col1']],"df[c(""col1"")]",,,,1.0,,,,,0.761
df[['col1']],"df[c(""col1"")]","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col1
5
3
","col1
5
3
",1.0,1.0,1.0,1.0,"Row: 0:1, Col: 0:0",0.761
df[['col1']],"df[c(""col1"")]","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
8,6.0,ID_8,4
1,3.0,ID_7,2
","col1
1.0
""""
3.0
3.0
0.0
2.0
4.0
6.0
3.0
","col1
1.0
""""
3.0
3.0
0.0
2.0
4.0
6.0
3.0
",1.0,1.0,1.0,1.0,"Row: 0:8, Col: 0:0",0.761
df[['col1']],"df[c(""col1"")]","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
4,0.0,ID_3,4.0
1,2.0,ID_5,
","col1
6.0
8.0
2.0
4.0
3.0
""""
5.0
6.0
0.0
2.0
","col1
6.0
8.0
2.0
4.0
3.0
""""
5.0
6.0
0.0
2.0
",1.0,1.0,1.0,1.0,"Row: 0:9, Col: 0:0",0.761
df[['col1']],"df[c(""col1"")]","col0,col1,col2,col3
5,,ID_3,3
","col1
""""
","col1
""""
",1.0,1.0,1.0,1.0,"Row: 0:0, Col: 0:0",0.761
df[['col1']],"df[c(""col1"")]","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
7,5.0,ID_5,6
","col1
1.0
1.0
0.0
0.0
4.0
2.0
5.0
""""
5.0
","col1
1.0
1.0
0.0
0.0
4.0
2.0
5.0
""""
5.0
",1.0,1.0,1.0,1.0,"Row: 0:8, Col: 0:0",0.761
df[['col1']],"df[c(""col1"")]","col0,col1,col2,col3
2,7,ID_4,3
","col1
7
","col1
7
",1.0,1.0,1.0,1.0,"Row: 0:0, Col: 0:0",0.761
df[['col1']],"df[c(""col1"")]","col0,col1,col2,col3
9,,ID_0,5
","col1
""""
","col1
""""
",1.0,1.0,1.0,1.0,"Row: 0:0, Col: 0:0",0.761
df[['col1']],"df[c(""col1"")]","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","col1
4.0
7.0
0.0
8.0
4.0
5.0
8.0
""""
3.0
","col1
4.0
7.0
0.0
8.0
4.0
5.0
8.0
""""
3.0
",1.0,1.0,1.0,1.0,"Row: 0:8, Col: 0:0",0.761
df[['col1']],"df[c(""col1"")]","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
","col1
0.0
6.0
""""
8.0
0.0
0.0
""""
5.0
","col1
0.0
6.0
""""
8.0
0.0
0.0
""""
5.0
",1.0,1.0,1.0,1.0,"Row: 0:7, Col: 0:0",0.761
df[['col1']],"df[c(""col1"")]","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col1
1.0
5.0
4.0
8.0
""""
1.0
4.0
","col1
1.0
5.0
4.0
8.0
""""
1.0
4.0
",1.0,1.0,1.0,1.0,"Row: 0:6, Col: 0:0",0.761
df[['col1']],"df[1:7, ]",,,,0.118,,,,,0.611
df[['col1']],"df[1:7, ]","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col1
5
3
","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
",0.07142857142857142,0.286,0.25,1.0,"Row: 0:1, Col: 1:1",0.611
df[['col1']],"df[1:7, ]","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
8,6.0,ID_8,4
1,3.0,ID_7,2
","col1
1.0
""""
3.0
3.0
0.0
2.0
4.0
6.0
3.0
","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
",0.16666666666666666,0.778,0.25,0.857,"Row: 2:8, Col: 1:1",0.611
df[['col1']],"df[1:7, ]","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
4,0.0,ID_3,4.0
1,2.0,ID_5,
","col1
6.0
8.0
2.0
4.0
3.0
""""
5.0
6.0
0.0
2.0
","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
",0.15,0.7,0.25,0.857,"Row: 3:9, Col: 1:1",0.611
df[['col1']],"df[1:7, ]","col0,col1,col2,col3
5,,ID_3,3
","col1
""""
","col0,col1,col2,col3
5,,ID_3,3
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
",0.0,0.143,0.25,0.0,"Row: 0:0, Col: 0:0",0.611
df[['col1']],"df[1:7, ]","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
7,5.0,ID_5,6
","col1
1.0
1.0
0.0
0.0
4.0
2.0
5.0
""""
5.0
","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
",0.19444444444444445,0.778,0.25,1.0,"Row: 2:8, Col: 1:1",0.611
df[['col1']],"df[1:7, ]","col0,col1,col2,col3
2,7,ID_4,3
","col1
7
","col0,col1,col2,col3
2,7,ID_4,3
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
",0.03571428571428571,0.143,0.25,1.0,"Row: 0:0, Col: 1:1",0.611
df[['col1']],"df[1:7, ]","col0,col1,col2,col3
9,,ID_0,5
","col1
""""
","col0,col1,col2,col3
9,,ID_0,5
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
",0.0,0.143,0.25,0.0,"Row: 0:0, Col: 0:0",0.611
df[['col1']],"df[1:7, ]","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","col1
4.0
7.0
0.0
8.0
4.0
5.0
8.0
""""
3.0
","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
",0.19444444444444445,0.778,0.25,1.0,"Row: 2:8, Col: 1:1",0.611
df[['col1']],"df[1:7, ]","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
","col1
0.0
6.0
""""
8.0
0.0
0.0
""""
5.0
","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
",0.15625,0.875,0.25,0.714,"Row: 1:7, Col: 1:1",0.611
df[['col1']],"df[1:7, ]","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col1
1.0
5.0
4.0
8.0
""""
1.0
4.0
","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
",0.21428571428571427,1.0,0.25,0.857,"Row: 0:6, Col: 1:1",0.611
df[['col1']],"select(df, col1:col3)",,,,0.239,,,,,0.386
df[['col1']],"select(df, col1:col3)","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col1
5
3
","col1,col2,col3
5,ID_3,7
3,ID_8,8
",0.3333333333333333,1.0,0.333,1.0,"Row: 0:1, Col: 0:0",0.386
df[['col1']],"select(df, col1:col3)","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
8,6.0,ID_8,4
1,3.0,ID_7,2
","col1
1.0
""""
3.0
3.0
0.0
2.0
4.0
6.0
3.0
","col1,col2,col3
1.0,ID_2,6
,ID_5,2
3.0,ID_6,3
3.0,ID_8,5
0.0,ID_7,5
2.0,,5
4.0,ID_0,3
6.0,ID_8,4
3.0,ID_7,2
",0.2962962962962963,1.0,0.333,0.889,"Row: 0:8, Col: 0:0",0.386
df[['col1']],"select(df, col1:col3)","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
4,0.0,ID_3,4.0
1,2.0,ID_5,
","col1
6.0
8.0
2.0
4.0
3.0
""""
5.0
6.0
0.0
2.0
","col1,col2,col3
6.0,ID_2,0.0
8.0,ID_3,
2.0,ID_5,1.0
4.0,ID_8,4.0
3.0,,7.0
,ID_8,5.0
5.0,ID_8,2.0
6.0,ID_0,2.0
0.0,ID_3,4.0
2.0,ID_5,
",0.3,1.0,0.333,0.9,"Row: 0:9, Col: 0:0",0.386
df[['col1']],"select(df, col1:col3)","col0,col1,col2,col3
5,,ID_3,3
","col1
""""
","col1,col2,col3
,ID_3,3
",0.0,1.0,0.333,0.0,"Row: 0:0, Col: 0:0",0.386
df[['col1']],"select(df, col1:col3)","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
7,5.0,ID_5,6
","col1
1.0
1.0
0.0
0.0
4.0
2.0
5.0
""""
5.0
","col1,col2,col3
1.0,ID_2,3
1.0,ID_8,7
0.0,ID_2,1
0.0,ID_8,7
4.0,ID_3,8
2.0,ID_3,1
5.0,ID_6,2
,ID_5,3
5.0,ID_5,6
",0.2962962962962963,1.0,0.333,0.889,"Row: 0:8, Col: 0:0",0.386
df[['col1']],"select(df, col1:col3)","col0,col1,col2,col3
2,7,ID_4,3
","col1
7
","col1,col2,col3
7,ID_4,3
",0.3333333333333333,1.0,0.333,1.0,"Row: 0:0, Col: 0:0",0.386
df[['col1']],"select(df, col1:col3)","col0,col1,col2,col3
9,,ID_0,5
","col1
""""
","col1,col2,col3
,ID_0,5
",0.0,1.0,0.333,0.0,"Row: 0:0, Col: 0:0",0.386
df[['col1']],"select(df, col1:col3)","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","col1
4.0
7.0
0.0
8.0
4.0
5.0
8.0
""""
3.0
","col1,col2,col3
4.0,,6.0
7.0,ID_8,4.0
0.0,ID_5,3.0
8.0,,5.0
4.0,ID_2,3.0
5.0,ID_4,8.0
8.0,ID_7,
,ID_5,7.0
3.0,ID_8,4.0
",0.2962962962962963,1.0,0.333,0.889,"Row: 0:8, Col: 0:0",0.386
df[['col1']],"select(df, col1:col3)","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
","col1
0.0
6.0
""""
8.0
0.0
0.0
""""
5.0
","col1,col2,col3
0.0,ID_0,1.0
6.0,ID_3,
,ID_8,
8.0,ID_1,1.0
0.0,ID_3,
0.0,,4.0
,ID_2,5.0
5.0,ID_2,1.0
",0.25,1.0,0.333,0.75,"Row: 0:7, Col: 0:0",0.386
df[['col1']],"select(df, col1:col3)","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col1
1.0
5.0
4.0
8.0
""""
1.0
4.0
","col1,col2,col3
1.0,ID_8,2.0
5.0,,5.0
4.0,ID_5,5.0
8.0,,
,ID_8,2.0
1.0,ID_8,7.0
4.0,ID_5,1.0
",0.2857142857142857,1.0,0.333,0.857,"Row: 0:6, Col: 0:0",0.386
df[['col1']],"select(df, col1, col2)",,,,0.359,,,,,0.386
df[['col1']],"select(df, col1, col2)","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col1
5
3
","col1,col2
5,ID_3
3,ID_8
",0.5,1.0,0.5,1.0,"Row: 0:1, Col: 0:0",0.386
df[['col1']],"select(df, col1, col2)","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
8,6.0,ID_8,4
1,3.0,ID_7,2
","col1
1.0
""""
3.0
3.0
0.0
2.0
4.0
6.0
3.0
","col1,col2
1.0,ID_2
,ID_5
3.0,ID_6
3.0,ID_8
0.0,ID_7
2.0,
4.0,ID_0
6.0,ID_8
3.0,ID_7
",0.4444444444444444,1.0,0.5,0.889,"Row: 0:8, Col: 0:0",0.386
df[['col1']],"select(df, col1, col2)","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
4,0.0,ID_3,4.0
1,2.0,ID_5,
","col1
6.0
8.0
2.0
4.0
3.0
""""
5.0
6.0
0.0
2.0
","col1,col2
6.0,ID_2
8.0,ID_3
2.0,ID_5
4.0,ID_8
3.0,
,ID_8
5.0,ID_8
6.0,ID_0
0.0,ID_3
2.0,ID_5
",0.45,1.0,0.5,0.9,"Row: 0:9, Col: 0:0",0.386
df[['col1']],"select(df, col1, col2)","col0,col1,col2,col3
5,,ID_3,3
","col1
""""
","col1,col2
,ID_3
",0.0,1.0,0.5,0.0,"Row: 0:0, Col: 0:0",0.386
df[['col1']],"select(df, col1, col2)","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
7,5.0,ID_5,6
","col1
1.0
1.0
0.0
0.0
4.0
2.0
5.0
""""
5.0
","col1,col2
1.0,ID_2
1.0,ID_8
0.0,ID_2
0.0,ID_8
4.0,ID_3
2.0,ID_3
5.0,ID_6
,ID_5
5.0,ID_5
",0.4444444444444444,1.0,0.5,0.889,"Row: 0:8, Col: 0:0",0.386
df[['col1']],"select(df, col1, col2)","col0,col1,col2,col3
2,7,ID_4,3
","col1
7
","col1,col2
7,ID_4
",0.5,1.0,0.5,1.0,"Row: 0:0, Col: 0:0",0.386
df[['col1']],"select(df, col1, col2)","col0,col1,col2,col3
9,,ID_0,5
","col1
""""
","col1,col2
,ID_0
",0.0,1.0,0.5,0.0,"Row: 0:0, Col: 0:0",0.386
df[['col1']],"select(df, col1, col2)","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","col1
4.0
7.0
0.0
8.0
4.0
5.0
8.0
""""
3.0
","col1,col2
4.0,
7.0,ID_8
0.0,ID_5
8.0,
4.0,ID_2
5.0,ID_4
8.0,ID_7
,ID_5
3.0,ID_8
",0.4444444444444444,1.0,0.5,0.889,"Row: 0:8, Col: 0:0",0.386
df[['col1']],"select(df, col1, col2)","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
","col1
0.0
6.0
""""
8.0
0.0
0.0
""""
5.0
","col1,col2
0.0,ID_0
6.0,ID_3
,ID_8
8.0,ID_1
0.0,ID_3
0.0,
,ID_2
5.0,ID_2
",0.375,1.0,0.5,0.75,"Row: 0:7, Col: 0:0",0.386
df[['col1']],"select(df, col1, col2)","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col1
1.0
5.0
4.0
8.0
""""
1.0
4.0
","col1,col2
1.0,ID_8
5.0,
4.0,ID_5
8.0,
,ID_8
1.0,ID_8
4.0,ID_5
",0.42857142857142855,1.0,0.5,0.857,"Row: 0:6, Col: 0:0",0.386
df[['col1']],"distinct(select(df, col1, col2))",,,,0.339,,,,,0.45
df[['col1']],"distinct(select(df, col1, col2))","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col1
5
3
","col1,col2
5,ID_3
3,ID_8
",0.5,1.0,0.5,1.0,"Row: 0:1, Col: 0:0",0.45
df[['col1']],"distinct(select(df, col1, col2))","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
8,6.0,ID_8,4
1,3.0,ID_7,2
","col1
1.0
""""
3.0
3.0
0.0
2.0
4.0
6.0
3.0
","col1,col2
1.0,ID_2
,ID_5
3.0,ID_6
3.0,ID_8
0.0,ID_7
2.0,
4.0,ID_0
6.0,ID_8
3.0,ID_7
",0.4444444444444444,1.0,0.5,0.889,"Row: 0:8, Col: 0:0",0.45
df[['col1']],"distinct(select(df, col1, col2))","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
4,0.0,ID_3,4.0
1,2.0,ID_5,
","col1
6.0
8.0
2.0
4.0
3.0
""""
5.0
6.0
0.0
2.0
","col1,col2
6.0,ID_2
8.0,ID_3
2.0,ID_5
4.0,ID_8
3.0,
,ID_8
5.0,ID_8
6.0,ID_0
0.0,ID_3
",0.39999999999999997,0.9,0.5,0.889,"Row: 1:9, Col: 0:0",0.45
df[['col1']],"distinct(select(df, col1, col2))","col0,col1,col2,col3
5,,ID_3,3
","col1
""""
","col1,col2
,ID_3
",0.0,1.0,0.5,0.0,"Row: 0:0, Col: 0:0",0.45
df[['col1']],"distinct(select(df, col1, col2))","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
7,5.0,ID_5,6
","col1
1.0
1.0
0.0
0.0
4.0
2.0
5.0
""""
5.0
","col1,col2
1.0,ID_2
1.0,ID_8
0.0,ID_2
0.0,ID_8
4.0,ID_3
2.0,ID_3
5.0,ID_6
,ID_5
5.0,ID_5
",0.4444444444444444,1.0,0.5,0.889,"Row: 0:8, Col: 0:0",0.45
df[['col1']],"distinct(select(df, col1, col2))","col0,col1,col2,col3
2,7,ID_4,3
","col1
7
","col1,col2
7,ID_4
",0.5,1.0,0.5,1.0,"Row: 0:0, Col: 0:0",0.45
df[['col1']],"distinct(select(df, col1, col2))","col0,col1,col2,col3
9,,ID_0,5
","col1
""""
","col1,col2
,ID_0
",0.0,1.0,0.5,0.0,"Row: 0:0, Col: 0:0",0.45
df[['col1']],"distinct(select(df, col1, col2))","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","col1
4.0
7.0
0.0
8.0
4.0
5.0
8.0
""""
3.0
","col1,col2
4.0,
7.0,ID_8
0.0,ID_5
8.0,
4.0,ID_2
5.0,ID_4
8.0,ID_7
,ID_5
3.0,ID_8
",0.4444444444444444,1.0,0.5,0.889,"Row: 0:8, Col: 0:0",0.45
df[['col1']],"distinct(select(df, col1, col2))","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
","col1
0.0
6.0
""""
8.0
0.0
0.0
""""
5.0
","col1,col2
0.0,ID_0
6.0,ID_3
,ID_8
8.0,ID_1
0.0,ID_3
0.0,
,ID_2
5.0,ID_2
",0.375,1.0,0.5,0.75,"Row: 0:7, Col: 0:0",0.45
df[['col1']],"distinct(select(df, col1, col2))","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col1
1.0
5.0
4.0
8.0
""""
1.0
4.0
","col1,col2
1.0,ID_8
5.0,
4.0,ID_5
8.0,
,ID_8
",0.28571428571428575,0.714,0.5,0.8,"Row: 2:6, Col: 0:0",0.45
