Python,R,Python result,R result,Row Diff,Col Diff,Semantic,Largest Common,Edit Distance
mslacc[['col1']].drop_duplicates(),"distinct(select(mslacc, col1, col2))","   col1
0     3
1     6
2     4
4     8
5     1","   col1  col2
1     3  ID_7
2     6  ID_4
3     4  ID_5
4     3  ID_6
5     8  ID_4
6     1  ID_6
7     3  ID_8",2,1,0.6,"Row: 0:4, Col: 0:0",0.538
mslacc[['col1']].drop_duplicates(),"arrange(mslacc, col1, col2)","   col1
0     3
1     6
2     4
4     8
5     1","   col0  col1  col2  col3
1     8     1  ID_6     5
2     8     3  ID_6     6
3     0     3  ID_7     1
4     4     3  ID_8     0
5     3     4  ID_5     5
6     2     6  ID_4     3
7     5     8  ID_4     6",2,3,0.4,"Row: 2:6, Col: 1:1",0.574
mslacc[['col1']].drop_duplicates(),"select(mslacc, col1, col2)","   col1
0     3
1     6
2     4
4     8
5     1","   col1  col2
0     3  ID_7
1     6  ID_4
2     4  ID_5
3     3  ID_6
4     8  ID_4
5     1  ID_6
6     3  ID_8",2,1,0.6,"Row: 0:4, Col: 0:0",0.51
mslacc[['col1']].drop_duplicates(),"mslacc[mslacc$col1 == 1 & mslacc$col3 == 1, ]","   col1
0     3
1     6
2     4
4     8
5     1","   col0  col1  col2  col3
4     9     1  ID_2     1",4,3,1.0,"Row: 0:0, Col: 1:1",0.547
mslacc[['col1']].drop_duplicates(),"arrange(mslacc, desc(col1))","   col1
0     3
1     6
2     4
4     8
5     1","   col0  col1  col2  col3
1     5     8  ID_4     6
2     2     6  ID_4     3
3     3     4  ID_5     5
4     0     3  ID_7     1
5     8     3  ID_6     6
6     4     3  ID_8     0
7     8     1  ID_6     5",2,3,0.4,"Row: 0:4, Col: 1:1",0.519
mslacc[['col1']].drop_duplicates(),"mslacc[1:7, ]","   col1
0     3
1     6
2     4
4     8
5     1","   col0  col1  col2  col3
0     0     3  ID_7     1
1     2     6  ID_4     3
2     3     4  ID_5     5
3     8     3  ID_6     6
4     5     8  ID_4     6
5     8     1  ID_6     5
6     4     3  ID_8     0",2,3,0.6,"Row: 0:4, Col: 1:1",0.672
mslacc[['col1']].drop_duplicates(),"mslacc[1:8, ]","   col1
0     3
1     6
2     4
4     8
5     1","          col0        col1  col2        col3
0            0           3  ID_7           1
1            2           6  ID_4           3
2            3           4  ID_5           5
3            8           3  ID_6           6
4            5           8  ID_4           6
5            8           1  ID_6           5
6            4           3  ID_8           0
NA -2147483648 -2147483648    NA -2147483648",3,3,0.6,"Row: 0:4, Col: 1:1",0.672
mslacc[['col1']].drop_duplicates(),"distinct(select(mslacc, col1))","   col1
0     3
1     6
2     4
4     8
5     1","   col1
1     3
2     6
3     4
4     8
5     1",0,0,1.0,"Row: 0:4, Col: 0:0",0.524
mslacc[['col1']].drop_duplicates(),"select(mslacc, -c(col1, col2))","   col1
0     3
1     6
2     4
4     8
5     1","   col0  col3
0     0     1
1     2     3
2     3     5
3     8     6
4     5     6
5     8     5
6     4     0",2,1,0.4,"Row: 2:6, Col: 0:0",0.482
mslacc[['col1']].drop_duplicates(),head(mslacc),"   col1
0     3
1     6
2     4
4     8
5     1","   col0  col1  col2  col3
0     0     3  ID_7     1
1     2     6  ID_4     3
2     3     4  ID_5     5
3     8     3  ID_6     6
4     5     8  ID_4     6
5     8     1  ID_6     5",1,3,0.6,"Row: 0:4, Col: 1:1",0.448
mslacc[['col1']].drop_duplicates(),"select(mslacc, col1:col3)","   col1
0     3
1     6
2     4
4     8
5     1","   col1  col2  col3
0     3  ID_7     1
1     6  ID_4     3
2     4  ID_5     5
3     3  ID_6     6
4     8  ID_4     6
5     1  ID_6     5
6     3  ID_8     0",2,2,0.6,"Row: 0:4, Col: 0:0",0.51
mslacc[['col1']].drop_duplicates(),"mslacc[1:5, 1:3]","   col1
0     3
1     6
2     4
4     8
5     1","   col0  col1  col2
0     0     3  ID_7
1     2     6  ID_4
2     3     4  ID_5
3     8     3  ID_6
4     5     8  ID_4",0,2,0.6,"Row: 0:4, Col: 1:1",0.622
"mslacc.loc[1:2, ('col1')]","mslacc[[""col1""]]","1    6
2    4
Name: col1, dtype: int64",[3 6 4 3 8 1 3],,,0.4,,0.694
"mslacc.loc[1:2, ('col1')]","mslacc[2, ""col1""]","1    6
2    4
Name: col1, dtype: int64",[6],,,0.5,,0.736
"mslacc.loc[1:2, ('col1')]","dim(mslacc[c(""col1"")])","1    6
2    4
Name: col1, dtype: int64",[6 1],,,0.333,,0.691
"mslacc.loc[1:2, ('col1')]",dim(mslacc),"1    6
2    4
Name: col1, dtype: int64",[7 4],,,0.333,,0.598
"mslacc.sort_values('col1', ascending=False)","distinct(select(mslacc, col1, col2))","   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","   col1  col2
1     3  ID_7
2     6  ID_4
3     4  ID_5
4     3  ID_6
5     8  ID_4
6     1  ID_6
7     3  ID_8",0,2,0.357,"Row: 0:6, Col: 1:2",0.58
"mslacc.sort_values('col1', ascending=False)","arrange(mslacc, col1, col2)","   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","   col0  col1  col2  col3
1     4     1  ID_6     8
2     6     3  ID_8     3
3     2     4  ID_7     7
4     8     5  ID_1     1
5     4     5  ID_5     8
6     3     7  ID_8     5",1,0,0.167,"Row: 0:5, Col: 0:3",0.55
"mslacc.sort_values('col1', ascending=False)","select(mslacc, col1, col2)","   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","   col1  col2
0     3  ID_7
1     6  ID_4
2     4  ID_5
3     3  ID_6
4     8  ID_4
5     1  ID_6
6     3  ID_8",0,2,0.357,"Row: 0:6, Col: 1:2",0.567
"mslacc.sort_values('col1', ascending=False)","mslacc[mslacc$col1 == 1 & mslacc$col3 == 1, ]","   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","   col0  col1  col2  col3
4     9     1  ID_2     1",6,0,0.25,"Row: 3:3, Col: 0:3",0.568
"mslacc.sort_values('col1', ascending=False)","arrange(mslacc, desc(col1))","   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","   col0  col1  col2  col3
1     5     8  ID_4     6
2     2     6  ID_4     3
3     3     4  ID_5     5
4     0     3  ID_7     1
5     8     3  ID_6     6
6     4     3  ID_8     0
7     8     1  ID_6     5",0,0,1.0,"Row: 0:6, Col: 0:3",0.55
"mslacc.sort_values('col1', ascending=False)","mslacc[1:7, ]","   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","   col0  col1  col2  col3
0     0     3  ID_7     1
1     2     6  ID_4     3
2     3     4  ID_5     5
3     8     3  ID_6     6
4     5     8  ID_4     6
5     8     1  ID_6     5
6     4     3  ID_8     0",0,0,0.357,"Row: 0:6, Col: 0:3",0.548
"mslacc.sort_values('col1', ascending=False)","mslacc[1:8, ]","   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","          col0        col1  col2        col3
0            0           3  ID_7           1
1            2           6  ID_4           3
2            3           4  ID_5           5
3            8           3  ID_6           6
4            5           8  ID_4           6
5            8           1  ID_6           5
6            4           3  ID_8           0
NA -2147483648 -2147483648    NA -2147483648",1,0,0.357,"Row: 0:6, Col: 0:3",0.548
"mslacc.sort_values('col1', ascending=False)","distinct(select(mslacc, col1))","   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","   col1
1     3
2     6
3     4
4     8
5     1",2,3,0.4,"Row: 0:4, Col: 1:1",0.563
"mslacc.sort_values('col1', ascending=False)","select(mslacc, -c(col1, col2))","   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","   col0  col3
0     0     1
1     2     3
2     3     5
3     8     6
4     5     6
5     8     5
6     4     0",0,2,0.214,"Row: 0:6, Col: 2:3",0.58
"mslacc.sort_values('col1', ascending=False)",head(mslacc),"   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","   col0  col1  col2  col3
0     0     3  ID_7     1
1     2     6  ID_4     3
2     3     4  ID_5     5
3     8     3  ID_6     6
4     5     8  ID_4     6
5     8     1  ID_6     5",1,0,0.417,"Row: 0:5, Col: 0:3",0.417
"mslacc.sort_values('col1', ascending=False)","select(mslacc, col1:col3)","   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","   col1  col2  col3
0     3  ID_7     1
1     6  ID_4     3
2     4  ID_5     5
3     3  ID_6     6
4     8  ID_4     6
5     1  ID_6     5
6     3  ID_8     0",0,1,0.381,"Row: 0:6, Col: 1:3",0.567
"mslacc.sort_values('col1', ascending=False)","mslacc[1:5, 1:3]","   col0  col1  col2  col3
4     5     8  ID_4     6
1     2     6  ID_4     3
2     3     4  ID_5     5
0     0     3  ID_7     1
3     8     3  ID_6     6
6     4     3  ID_8     0
5     8     1  ID_6     5","   col0  col1  col2
0     0     3  ID_7
1     2     6  ID_4
2     3     4  ID_5
3     8     3  ID_6
4     5     8  ID_4",2,1,0.467,"Row: 0:4, Col: 0:2",0.514
